id,y_pred
5558,259205.86436192863
5559,259214.08010037956
1016,309730.62794508773
1017,313697.00651238154
1018,320618.82031178044
1019,324962.2975983796
1020,330540.1790541908
1021,336236.25965178746
1022,339734.2324946519
1023,341991.2447996578
2832,196147.12862283972
2833,174948.70126985508
2834,160869.52122988703
2835,161082.94867801163
2836,163859.23725412204
2837,166205.01291890207
2838,167896.78223243213
2839,169314.10602066247
4736,655943.2131308981
4737,644904.2627544692
4738,613847.4438026461
4739,592013.9355315834
4740,583613.4315813291
4741,581318.4490454225
4742,578069.4238993488
4743,574702.9590115194
1952,234983.9594334346
1953,272091.60275046295
1954,291968.08269063995
1955,289046.15353479603
1956,287398.6529980382
1957,287295.96111169155
1958,286818.8411647816
1959,286849.04766033066
6840,279195.1054878666
6841,211103.06434490133
6842,171875.9986132872
6843,174763.85877834153
6844,181324.8556797346
6845,186344.1227666829
6846,190113.18208937166
6847,192883.5662967962
6784,162606.7939002063
6785,179216.98261078174
6786,181635.40112413725
6787,174620.33252976128
6788,171707.88606881993
6789,171146.93729145243
6790,170135.20267665258
6791,168773.71936219453
4568,266937.1201900513
4569,282688.3524292769
4570,285479.16879419866
4571,278691.7533767925
4572,276220.9747847508
4573,276341.12478550023
4574,275910.410416828
4575,275183.82917993807
328,355280.4364680262
329,382818.48169379495
330,393394.7889882915
331,385284.66829818237
332,372998.2241906078
333,363192.2995333469
334,356472.16184513865
335,350440.7740749805
240,719276.8262970732
241,597681.5943397948
242,523281.55582114606
243,526810.5696961044
244,540568.661827433
245,551408.2855274773
246,559277.102379984
247,565747.5368279931
6912,263169.2652229848
6913,229198.09185208322
6914,212643.96644514755
6915,216115.34251243377
6916,222216.167730771
6917,227206.1048971694
6918,230714.57032319444
6919,233564.44583299843
7688,441359.8524409949
7689,417022.44467010227
7690,401112.6722573673
7691,399639.2176627304
7692,400085.1284105598
7693,401271.5324582995
7694,402051.61629272887
7695,401885.3319876955
24,162513.75741770904
25,173676.1738677549
26,175422.93414894457
27,171385.31405256668
28,169004.45080333133
29,167153.33454229508
30,165211.4177772399
31,163560.0581113681
2968,341019.66689776495
2969,268094.87885953434
2970,220650.04842932866
2971,218803.68280951225
2972,221888.20206511318
2973,224080.81965031018
2974,226124.47627792112
2975,228055.7298553996
7384,450128.1742876694
7385,467802.53551197494
7386,456896.55674737715
7387,438333.94963716634
7388,427762.6054126416
7389,421867.9953151917
7390,416643.629998829
7391,412403.1909337159
4384,323669.15014216286
4385,313196.6751184708
4386,319678.26250272524
4387,329933.57114454574
4388,330087.44120314607
4389,326797.86899409874
4390,325944.640937758
4391,325875.74739175255
6032,262026.98854895122
6033,272748.0921481768
6034,275644.35632691806
6035,272376.2262224874
6036,271137.6804463241
6037,271314.3791454374
6038,270931.56531065353
6039,270081.87056431524
7952,249905.8816808702
7953,214679.20860769783
7954,193309.1648359931
7955,194130.35779492027
7956,196767.845267948
7957,198599.92587282514
7958,199761.94102075923
7959,200974.6127896262
1520,217617.0335644909
1521,235420.7087981657
1522,241358.96732084753
1523,236497.51318865234
1524,234637.46280101157
1525,234575.36590186856
1526,233915.82140762403
1527,233244.67466733188
2528,255350.46323737013
2529,242013.79722852848
2530,249927.5839279889
2531,263835.0543843084
2532,271703.21182107565
2533,276316.22425649967
2534,280375.5257082079
2535,283490.97835752496
1960,204035.86298219423
1961,198876.22935472243
1962,185076.0002015839
1963,175928.45053573494
1964,171718.02788649112
1965,169656.3573698816
1966,167832.70991246618
1967,166067.4719648742
5248,210367.98083753212
5249,205216.09144994742
5250,213801.1163957451
5251,223288.04201252217
5252,222723.2898152912
5253,218948.93441266433
5254,217542.9670484696
5255,216857.25213293778
1360,130491.66990824198
1361,134332.47808440268
1362,141167.2947816033
1363,144818.27208224233
1364,146122.6215040393
1365,146700.44232310122
1366,147021.19908382156
1367,147142.29199766222
3568,161619.47505144504
3569,193016.23274627025
3570,193317.89202019293
3571,176258.94356526362
3572,166847.3866020912
3573,162545.03252066087
3574,158287.132196783
3575,154468.1188630288
1424,88833.37299384282
1425,114740.16368126718
1426,125814.95233226006
1427,120858.83478350402
1428,115237.9423295919
1429,111089.52350173879
1430,108034.31400716706
1431,105412.5356062054
344,400244.71827303397
345,357346.27441270143
346,328244.55443430843
347,327184.7715669689
348,330671.7901073044
349,333664.55475193745
350,336649.0688075246
351,339773.02565812814
2496,224849.00530636235
2497,215153.40680206707
2498,212407.25221300195
2499,214889.0305479231
2500,217009.83571730857
2501,218631.346759581
2502,219945.38680345204
2503,220857.25038403476
3776,143574.02872700733
3777,160221.16403209593
3778,175912.12548700464
3779,179130.6325345521
3780,179936.13057732693
3781,180701.53455155948
3782,181346.12782472657
3783,181514.88984248624
4888,125960.73471661305
4889,128269.47081230165
4890,126548.37332198294
4891,123569.27226043813
4892,120175.2872160692
4893,117321.18474710008
4894,115302.76221739623
4895,113719.4603696689
5456,424756.990083978
5457,389009.86459354986
5458,366256.7388088923
5459,365913.68782312615
5460,365002.0788208995
5461,363478.2533154994
5462,363023.7032496467
5463,362230.31364154344
1992,328271.64795716014
1993,319577.3699511963
1994,308143.6901752022
1995,302139.9743883496
1996,298593.366150298
1997,297080.61061223154
1998,296068.6800794598
1999,294729.7740408602
6624,214481.59331444022
6625,266842.59239404456
6626,283548.7590962864
6627,268271.82294297894
6628,255157.32805529033
6629,246779.31281621222
6630,240301.7554480721
6631,233365.47984199104
6496,227932.0226213548
6497,210188.44074746442
6498,186976.66020669104
6499,176189.23637124576
6500,170142.6689359568
6501,166879.6220046247
6502,164479.35199351358
6503,162352.26598990802
840,533669.4309133114
841,402441.74932542734
842,323410.37288866803
843,328187.21623449103
844,335563.4250109176
845,337848.40274217515
846,340329.2086213624
847,343255.120203236
88,326385.1219826053
89,387858.9512365856
90,416696.3189922456
91,406357.75309627014
92,393008.8187182042
93,383007.62106060213
94,375988.9880311616
95,369893.42227883905
5400,419808.918203778
5401,380719.16142896295
5402,350264.2217905621
5403,346214.8825704612
5404,342796.2554366499
5405,338464.5817088289
5406,336522.319614466
5407,335683.9994296925
6256,489114.9444754432
6257,454110.9001722874
6258,439877.1618847349
6259,446714.3712027149
6260,450321.83165108395
6261,451440.02947007655
6262,453541.13181441766
6263,456015.2637984062
7232,268942.62190388737
7233,224456.46460596842
7234,190743.68737055716
7235,186613.45786817267
7236,189651.85358817014
7237,193337.68114958625
7238,195423.562996174
7239,196982.78497286246
5352,90314.27439348857
5353,110303.59501424243
5354,120040.58814417387
5355,117238.454979993
5356,113770.1824930837
5357,111495.6467966653
5358,109600.67683025234
5359,107885.7901615581
7352,300508.469168424
7353,348250.2090616152
7354,366212.4099093219
7355,354982.9817616183
7356,345413.0373174789
7357,339332.75628118153
7358,334849.1529762845
7359,331360.7664756297
1872,419058.35218560195
1873,424449.6558416532
1874,408693.137501056
1875,390317.8467063034
1876,375952.6845272496
1877,366102.1208350472
1878,358828.6363688274
1879,352333.05403110746
7056,141200.3678574228
7057,138565.22389280854
7058,135902.33534484077
7059,133108.65075181384
7060,132886.14901572873
7061,134156.8536598672
7062,134795.98530581847
7063,134592.13455767598
1536,216781.04315992194
1537,242834.84641333274
1538,266532.1810884771
1539,272881.0101290061
1540,271479.33914168976
1541,268285.4216097525
1542,266515.57267135335
1543,265656.26343126915
2680,242071.93041571171
2681,226119.35666924488
2682,208031.85560484155
2683,200518.69881277822
2684,195628.66694416103
2685,192302.15210539347
2686,190028.0617685809
2687,188357.87366442668
6576,267600.002440191
6577,284460.3309358902
6578,283117.5592456589
6579,272253.6835036828
6580,266615.42907982605
6581,264168.7261821276
6582,261582.64579351674
6583,259182.6656327
5648,226091.01516842324
5649,230828.36515273515
5650,232165.94995885144
5651,231200.1023056997
5652,231528.0580073567
5653,232325.6153605674
5654,232667.58172875186
5655,232927.04224530922
64,370720.7345222429
65,350615.4747410108
66,320643.40438501554
67,306348.4744439812
68,300637.44406231
69,298070.978581297
70,296104.0036862514
71,294785.67497968045
7720,206785.51570980257
7721,278057.25788451394
7722,312446.33355524257
7723,301386.37322138535
7724,285113.0234284108
7725,272664.50853290147
7726,263630.3653876594
7727,255928.02126955643
7752,40230.023630524694
7753,48147.30700627825
7754,52329.75032451231
7755,50099.958010265604
7756,47281.455588953424
7757,45445.16949959661
7758,43933.08359366545
7759,42232.95546070748
3376,209717.2329010265
3377,242796.1121098917
3378,250364.14835130653
3379,238535.7739307004
3380,231466.69273918454
3381,228066.1352826535
3382,224630.25584427835
3383,221701.0624450131
2248,172954.93531155246
2249,201189.68813859893
2250,208899.26607191065
2251,199755.36451880133
2252,193182.91174354564
2253,189466.48704148718
2254,186418.67535192933
2255,183712.87825300999
6864,510297.74467971316
6865,538211.1466305376
6866,526500.1390827585
6867,501577.8656444236
6868,487053.22353545245
6869,479198.8865291963
6870,472734.4457309758
6871,466497.7942103492
3384,455883.6251056919
3385,469811.3145357781
3386,458696.47940270224
3387,440922.00927956816
3388,431601.7735698117
3389,427810.08477467054
3390,424426.0751408844
3391,420991.4733526333
5944,195389.38277875568
5945,170037.69641676822
5946,155115.14539711183
5947,156001.03876293974
5948,161459.08391720513
5949,166768.68600028523
5950,170499.65220842802
5951,173214.08114409738
6792,233161.01977432077
6793,278719.7651010297
6794,303894.23464581877
6795,300813.69109319756
6796,296881.9058072141
6797,294820.6271780183
6798,293214.20337092713
6799,290948.99623556156
3976,90378.16765339291
3977,113611.6650880212
3978,124149.73951319512
3979,120797.34532167256
3980,117553.10595774092
3981,115053.21914803545
3982,113075.01813751063
3983,111469.0786838728
2984,86883.82640367578
2985,50680.19320850819
2986,31826.402326826414
2987,35180.534820304776
2988,38530.141850336775
2989,40360.0567607024
2990,41912.536770647275
2991,43348.52760287418
4552,82648.72449946738
4553,87706.30263165047
4554,87815.16625668039
4555,84990.5044137286
4556,81398.34982972074
4557,77955.49573191273
4558,75591.11761971499
4559,73844.26824743947
6600,121119.3467253524
6601,145430.11654949884
6602,160543.9600271997
6603,159960.01955363015
6604,158384.22553999207
6605,157250.7318902187
6606,156031.73894831038
6607,154988.84236396186
144,337355.00543606485
145,396246.94687661884
146,420865.8030719088
147,408405.04858622333
148,399406.3227352509
149,396036.94374401635
150,392405.6924739443
151,387949.792109711
3608,188037.98227451177
3609,135151.7145193506
3610,101279.95802062599
3611,101576.06680226472
3612,105474.18083852687
3613,108516.61368437193
3614,110936.26580995793
3615,112918.2894423703
2592,156525.17494178243
2593,149437.10539002722
2594,142336.36138869997
2595,140841.46038034064
2596,141858.5336579763
2597,142968.45258881268
2598,143591.21777917654
2599,144616.356174375
216,345830.285293691
217,276658.22638476436
218,249971.60223943705
219,265339.3657798362
220,277187.62295150646
221,283975.41679315665
222,289929.5600816255
223,295429.1873151321
6720,248725.19749162902
6721,162015.08375537896
6722,108479.53577809694
6723,110997.7712258717
6724,120803.67702902551
6725,127820.46242039057
6726,132764.77620917442
6727,137791.95294794883
7416,189555.108016139
7417,181379.40262418252
7418,167770.5074041042
7419,160400.29846172442
7420,157947.3177102141
7421,157226.16588340586
7422,156014.22399512373
7423,154772.17261764646
6392,356107.79561950173
6393,319649.22725657554
6394,288404.0604363076
6395,282828.8382971192
6396,286614.56599722675
6397,291518.53817456815
6398,294889.24829897506
6399,297384.8841308919
32,214416.01347101078
33,192874.78553601552
34,170198.01266600308
35,162159.392069927
36,160366.05737580702
37,160619.2863532573
38,160520.90139134743
39,160002.46987419776
5168,468111.72123155504
5169,387256.7759443347
5170,332174.3144918178
5171,329057.3661829235
5172,329842.79740987933
5173,328908.8387051996
5174,328713.9917506368
5175,329772.27884030994
6456,378874.298858471
6457,387703.36541865696
6458,377723.1281311838
6459,362782.7450364018
6460,352207.63339014386
6461,345686.98030339956
6462,340712.4080884096
6463,335972.7656640203
5856,313474.8172772077
5857,252514.3427389539
5858,214414.64780271475
5859,215619.0630893784
5860,220142.41357749145
5861,222932.68467639585
5862,225081.72556443128
5863,227216.35750434262
4104,229151.37041632127
4105,272864.3220909138
4106,291481.7415092059
4107,283568.22448254674
4108,278693.9850171029
4109,277353.191600234
4110,276668.08773929335
4111,275435.62953218474
2976,518442.43543379946
2977,501380.3965480948
2978,477303.07972774777
2979,467485.9830324876
2980,468218.2494733763
2981,472285.8455461043
2982,474746.78449433367
2983,475756.6108722574
480,465285.1591368165
481,417654.35292001325
482,397082.1072437848
483,407562.7923266239
484,421922.9959196561
485,433016.7337470517
486,440523.3290295666
487,447182.39273155574
5584,173509.07471772798
5585,165180.31587324326
5586,164300.99753324498
5587,167356.96935321923
5588,169683.53588945844
5589,171577.28538998932
5590,173267.45987949678
5591,174348.59688964032
608,179895.92714486836
609,206037.1930505286
610,230012.39589120384
611,236918.59028460097
612,238412.4321683367
613,238315.61749275163
614,238306.32549976476
615,238249.48826568562
5320,289807.3094621186
5321,347354.2317316672
5322,382908.1128818396
5323,379517.6606147397
5324,365314.0351827412
5325,352733.48052315146
5326,344481.24255819176
5327,337281.37210423156
2744,232078.64014507952
2745,262289.65776407416
2746,274397.9920058178
2747,267844.17861702794
2748,264711.03185942187
2749,264520.7462985822
2750,263545.2120210449
2751,262152.49599964014
1192,393944.7189464743
1193,338965.8661362693
1194,297352.42232121323
1195,291176.8123858626
1196,293900.8045552123
1197,297591.02572797105
1198,300080.6075175825
1199,301837.1325979914
2296,272431.3661587606
2297,200213.69350633567
2298,153101.7364603684
2299,152821.5742965896
2300,160500.12836407995
2301,167137.37424648894
2302,172135.77655188175
2303,176463.5339623943
7008,284178.2833953176
7009,255135.4168612135
7010,226759.52024374637
7011,216313.94073580037
7012,209370.53810325384
7013,204774.675852258
7014,201454.9164840348
7015,198319.5585563166
3712,360499.8206201116
3713,357858.0185176914
3714,355965.29079695506
3715,355856.8880123509
3716,357236.27836242225
3717,358463.06379060465
3718,358950.864578737
3719,358967.6853610708
1888,123549.51511717623
1889,122911.1731511055
1890,119571.33704084286
1891,117334.2835388628
1892,116622.8872242471
1893,116289.35875001235
1894,115905.29614028352
1895,115693.79529535904
200,341094.78610227304
201,371772.8321260895
202,374985.3140602761
203,361309.9703404339
204,353461.1966612621
205,349255.9223352489
206,345179.3452258672
207,342350.2098832808
2416,318801.7367032459
2417,337071.50403216947
2418,319759.3671686552
2419,293244.6897438911
2420,277474.332600908
2421,269275.8919696602
2422,262312.24315499316
2423,256023.1398628526
400,223345.24054728626
401,223621.3154919778
402,218971.93638202737
403,213999.8663747243
404,211127.27012884573
405,209786.6916876176
406,208975.6633698952
407,208273.26964650222
4000,213164.5981828915
4001,250652.73876172028
4002,268324.92262820475
4003,261145.49057008023
4004,254454.53674095453
4005,250974.67826751035
4006,248579.43680876034
4007,245429.5628587922
3280,284107.95959549386
3281,264774.12601520494
3282,253111.74385720323
3283,253080.77433423902
3284,254790.67250763634
3285,256709.73683179583
3286,258174.46762027364
3287,259323.8184908093
3392,115356.04216750612
3393,101096.21162189072
3394,98006.44622555096
3395,104391.46599147073
3396,111083.15618029115
3397,115808.62876705435
3398,119486.92870690138
3399,122751.0324262933
1600,209476.81872912665
1601,174072.37833711537
1602,159505.97612342017
1603,165869.29744302374
1604,168487.23294607125
1605,168572.81803135946
1606,169146.1886258251
1607,170122.76437040436
4360,266560.89801600843
4361,267214.5211391987
4362,279916.03697885753
4363,290916.20689000114
4364,297627.23749923956
4365,301066.7691438317
4366,303257.05743812304
4367,305243.31381613825
7240,142544.2978153733
7241,153889.4364734433
7242,167520.48404942369
7243,171712.90473749515
7244,170390.2058164787
7245,168543.94798957818
7246,167771.9389355789
7247,166843.1021591883
7424,299483.63332544424
7425,276850.1368404148
7426,261706.61966880388
7427,261841.88038070872
7428,265196.25541420723
7429,268855.82612325175
7430,271685.582687176
7431,273286.5179263817
672,276492.6116120552
673,315100.20013015857
674,336786.23810532433
675,333544.19368165464
676,323711.5968600583
677,314939.82818181353
678,309123.96426666866
679,304985.1139454277
5736,525592.605629215
5737,415730.5513478833
5738,344165.65003446693
5739,343453.07205318037
5740,349176.0627777696
5741,352545.46736208745
5742,355352.4406581305
5743,358135.22327537916
6816,191032.84781322523
6817,159611.8740573923
6818,141349.29523237547
6819,142826.35564123574
6820,143384.1840033372
6821,142094.39887445053
6822,142009.84276143234
6823,142393.04033207844
1816,220500.6582843196
1817,228554.18430065553
1818,223212.61579424253
1819,213290.41933875217
1820,206649.1608974732
1821,202984.17183794483
1822,200236.58163192723
1823,198037.10775344566
4440,411718.55725971324
4441,404428.2806250781
4442,399643.92080094956
4443,398153.1493443737
4444,394516.7077530614
4445,390536.21208633616
4446,387816.56270389055
4447,386292.9768285882
7456,369177.3391284838
7457,361019.50513872993
7458,356551.84244176303
7459,357099.0208254268
7460,358154.6848028803
7461,358457.7035160827
7462,359088.7288860188
7463,360162.0403773995
1312,93017.84659636993
1313,114793.26952187289
1314,125073.11793396465
1315,121969.37530873515
1316,118726.57776799562
1317,116625.75527637755
1318,115128.849543044
1319,113807.30737126566
7680,219567.42312073472
7681,229758.72221491102
7682,239549.7577833332
7683,241958.2502611261
7684,242706.4807887494
7685,243352.76011404232
7686,243772.27793331209
7687,243524.6838867736
3576,161979.50265648722
3577,219127.77037922438
3578,253355.7497179538
3579,251974.35895185068
3580,241616.54474985067
3581,231198.61305676436
3582,224556.50266766336
3583,219585.28725120408
1168,354842.3841575325
1169,343625.4630529984
1170,309389.8134636837
1171,286689.38086062815
1172,278955.44979135
1173,276870.39954548434
1174,274140.95294335205
1175,271454.5289918814
6872,263981.47034551343
6873,273748.4527490755
6874,283879.3833732598
6875,288076.12818345276
6876,290997.8011673221
6877,292572.05303549295
6878,293613.13435800915
6879,294550.23141447647
4776,424736.85622586805
4777,372744.42922850914
4778,352625.9310304461
4779,361949.3102978652
4780,361981.9185339903
4781,357177.4531739793
4782,354332.8949949305
4783,353288.1022316684
7504,268294.7715617167
7505,303004.8724888384
7506,314485.9776730067
7507,304813.20438980265
7508,304092.8662000669
7509,308660.5426728662
7510,310676.75540146366
7511,310050.1150079112
3688,145338.10874207556
3689,130779.02395822725
3690,117158.51840042006
3691,113929.17454535642
3692,113993.16488733393
3693,114555.0572335241
3694,114793.05255582457
3695,114623.76137174168
2688,426499.91557308706
2689,381514.4762005267
2690,360505.07102442114
2691,367962.2520576265
2692,373876.4285872042
2693,376666.9069044951
2694,379905.41114579886
2695,383741.7254543314
4448,552803.588948219
4449,524275.2905605138
4450,497527.4970885431
4451,490758.8565792834
4452,487740.79487730423
4453,485709.92899846844
4454,484222.17275700707
4455,482904.3900967274
5824,272262.4044039717
5825,262719.05742880114
5826,269310.73791166075
5827,280594.13354532537
5828,287126.9540200194
5829,290427.63756862894
5830,293833.2538420564
5831,296260.4588957657
4744,357068.1186559652
4745,391027.4018986025
4746,388818.0133426551
4747,368820.0340366225
4748,364174.5100270993
4749,367426.7504253711
4750,367659.6155970973
4751,365530.96928423503
2256,110442.14488434498
2257,146884.11426348815
2258,163213.67366920502
2259,156116.11259325466
2260,150039.2647211192
2261,146300.6919653861
2262,142620.3718543792
2263,139438.95470454462
2040,250474.01449652054
2041,231077.1355525933
2042,218912.4805071308
2043,218916.3942810483
2044,221232.84472318238
2045,223503.09880794008
2046,225033.58331889
2047,227254.04238236725
7640,269402.5154747091
7641,343386.9122037006
7642,359477.1033574496
7643,333543.3099488727
7644,323361.96946865413
7645,322097.27288776415
7646,318572.0606900161
7647,314397.16485604894
704,148254.41341954004
705,151085.2268242586
706,150987.93383581185
707,149020.16416599648
708,146189.60905644356
709,143184.17887779628
710,141047.17947215136
711,140010.39588680735
112,331064.06412205554
113,317062.11977704376
114,306444.8352373772
115,305068.68512327643
116,305543.7303147484
117,306093.9653482933
118,306595.4949075702
119,306561.30277390085
7912,189767.0381235677
7913,203715.57626503875
7914,216575.62099354828
7915,219715.2158915008
7916,219723.0771013231
7917,219043.82732271665
7918,218814.7368202504
7919,218592.9568291984
7560,348697.4264330721
7561,303504.8206070256
7562,268885.8797894158
7563,264381.3414675758
7564,265904.1676451734
7565,268133.1704341378
7566,269703.00316093647
7567,270926.55703395564
2088,175017.10778146682
2089,178804.82652259193
2090,181859.3619261995
2091,182793.1274044712
2092,184327.98911411664
2093,185868.44445294424
2094,186850.02887606242
2095,187380.6732834413
40,182084.84200768813
41,178043.48965198337
42,181813.62223450106
43,187534.55024283126
44,191708.57867621147
45,194112.34682604938
46,195993.69063063548
47,197565.8686597899
3984,150787.98855983696
3985,155765.5165232847
3986,153027.94593526007
3987,145914.30835784037
3988,142424.12129775152
3989,141886.917992011
3990,140975.51109228435
3991,139248.60746756854
1056,192788.79924526185
1057,190789.68134410516
1058,183478.61058496006
1059,176566.2700301255
1060,171690.00913657033
1061,168926.83137255846
1062,166420.4253561636
1063,164147.76185248466
688,171286.87071829863
689,208076.93344578135
690,224220.95122828055
691,216644.36783332785
692,210811.10369267536
693,208725.80331189896
694,206767.68225148664
695,204305.6224306365
7128,186698.31870741342
7129,165760.24693443486
7130,154449.54526788997
7131,156132.8569365461
7132,156873.0416597933
7133,156480.0034153522
7134,156337.89860143908
7135,156563.52988363063
5200,47423.548963573616
5201,55520.20400766906
5202,60202.85952149535
5203,58556.83877907682
5204,55282.84290962157
5205,52773.00740375533
5206,50991.4941957859
5207,49234.583502957015
6888,251449.82492055366
6889,248571.37408933963
6890,241698.15440748713
6891,236534.89217007122
6892,237555.14049955958
6893,240549.4405426642
6894,242014.9982457922
6895,242861.4513897791
3904,223714.0554149308
3905,193687.1812569222
3906,183360.9835482361
3907,190845.23944363318
3908,195510.77059024893
3909,197368.39216307097
3910,199138.7457318419
3911,201316.85442216002
7184,91312.59383762645
7185,103520.62317889588
7186,114834.95851435067
7187,117482.23140578909
7188,118254.69726346206
7189,118364.07761661056
7190,118011.37231465723
7191,117655.6811697486
5032,274909.91641283786
5033,221213.73148233315
5034,196146.6393146612
5035,204526.42903042256
5036,214731.88867421492
5037,222198.7099297595
5038,227757.44724981085
5039,232545.84980103438
3416,409369.7947770281
3417,428257.817046069
3418,442127.77089345735
3419,441990.5595408777
3420,433459.5301588549
3421,425232.3347542297
3422,420732.32953736035
3423,416797.64211701
4120,122898.19826778574
4121,141536.95762558898
4122,150975.9552840403
4123,147538.70793931047
4124,142932.4438882209
4125,139789.2110517496
4126,137633.2122554113
4127,135642.46304609737
3616,307988.28251250286
3617,289977.0089256881
3618,269643.24586116575
3619,261875.60806001496
3620,259718.51979100084
3621,259332.6929409633
3622,258573.77673789352
3623,257910.04259972333
7432,293692.94739510445
7433,267628.6068196006
7434,245110.28770441833
7435,238643.63637913635
7436,231463.106925712
7437,225096.73773794662
7438,220809.74809718732
7439,217182.07554244198
7136,404066.9841722417
7137,418914.84615536354
7138,420933.49644557474
7139,416025.52361042786
7140,414726.06532523275
7141,414458.8157396669
7142,413628.57867601595
7143,413064.0429892705
712,386528.68945837
713,310980.15104112076
714,259171.23694588908
715,256358.247177185
716,258906.79083253184
717,260751.94551043396
718,262520.80087257404
719,264794.9612926272
7840,273929.03920915234
7841,258467.6677962783
7842,247561.6903395236
7843,245485.77090677092
7844,243796.07903388847
7845,242842.6332492271
7846,242232.2979237201
7847,242194.30109050428
5680,155180.2890944852
5681,185607.46321700077
5682,196980.00347995176
5683,189228.95070176717
5684,183620.16279334624
5685,181074.5686550379
5686,179016.62134417013
5687,176879.90485838198
184,300901.3324747613
185,279568.2625930041
186,269254.49380998337
187,271275.5765555544
188,273549.79424581636
189,274947.73375945917
190,275777.78718176286
191,276399.52245264756
2704,265291.40129558404
2705,264242.383473773
2706,255022.38605129905
2707,248743.9031097612
2708,248699.7977060938
2709,250239.04172301543
2710,250687.4548371855
2711,251354.31641108682
4792,76819.47874862415
4793,76341.13947368012
4794,75753.55106676859
4795,75497.73267513228
4796,75615.39395867634
4797,75697.48118416761
4798,75841.03507485543
4799,75895.92703866746
7536,147437.07812506898
7537,178652.30168904655
7538,189805.3048206628
7539,182996.85678452183
7540,182456.35751453618
7541,184799.6207567195
7542,185568.55901516962
7543,185720.34963409565
352,118364.21657634294
353,121746.64186925488
354,124072.2028908935
355,123499.85628369852
356,120658.2142347924
357,118136.41979344832
358,116760.7820181369
359,115490.61937438344
6848,282486.03228527185
6849,287302.28768722067
6850,273081.3217374552
6851,258387.89485127231
6852,252500.26013909242
6853,251080.1462503143
6854,249637.3201045157
6855,247619.8353771628
6304,237369.94513813534
6305,269632.3542876642
6306,284246.0498530577
6307,277729.7412957427
6308,271308.77503132983
